0.45% Sodium Cl 1000mL,last_updated_on,version,hospital_location,hospital_address,license_number|MO,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,,,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",7524002,CDM,610,RC,72197,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",7524002,CDM,610,RC,72197,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",7964750,CDM,610,RC,72197,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",7964750,CDM,610,RC,72197,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",7964762,CDM,610,RC,72197,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",7964762,CDM,610,RC,72197,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",8452000,CDM,610,RC,72197,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",8452000,CDM,610,RC,72197,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",613522,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, INTERMEDIATE JOINT OR BURSA (EG, TEMPOROMANDIBULAR, ACROMIOCLAVICULAR, WRIST, ELBOW OR ANKLE, OLECRANON BURSA); WITHOUT ULTRASOUND GUIDANCE",613522,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613751,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613751,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613825,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613825,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613977,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613977,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614271,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614271,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614347,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614347,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614371,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614371,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613520,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613520,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613738,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613738,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613807,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613807,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613950,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613950,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614261,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614261,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614341,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614341,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614365,CDM,610,RC,73218,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",614365,CDM,610,RC,73218,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,205.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613743,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITH ULTRASOUND GUIDANCE, WITH PERMANENT RECORDING AND REPORTING",613743,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613813,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613813,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613961,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613961,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614103,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614103,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614263,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614263,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614343,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614343,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614367,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614367,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,RT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613724,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613724,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613797,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613797,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613933,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613933,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614093,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614093,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614251,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614251,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614337,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614337,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614361,CDM,610,RC,73219,CPT,,,facility,inpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,1410,1922.3,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614361,CDM,610,RC,73219,CPT,,,facility,outpatient,,,2350,681.5,Aetna,First Health,LT,1922.3,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613747,CDM,610,RC,73220,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613747,CDM,610,RC,73220,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613819,CDM,610,RC,73220,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613819,CDM,610,RC,73220,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613967,CDM,610,RC,73220,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",613967,CDM,610,RC,73220,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614109,CDM,610,RC,73220,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,1510.8,2059.72,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614109,CDM,610,RC,73220,CPT,,,facility,outpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,322.43,2145,percent of total billed charges,
"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJOR JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIAL BURSA); WITHOUT ULTRASOUND GUIDANCE",614267,CDM,610,RC,73220,CPT,,,facility,inpatient,,,2518,730.22,Aetna,First Health,RT,2059.72,,,,1510.8,2059.72,percent of total billed charges,
